***Estimated crime in Alabama

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2008,  36756666,     185329,       2142,       8903,,      69388,     104896,         504.2,           5.8,          24.2,,         188.8,         285.4 
2009,  36961664,     174934,       1972,       8713,,      64093,     100156,         473.3,           5.3,          23.6,,         173.4,         271.0 
2010,  37338198,     164133,       1809,       8331,,      58116,      95877,         439.6,           4.8,          22.3,,         155.6,         256.8 
2011,  37683933,     154943,       1792,       7665,,      54291,      91195,         411.2,           4.8,          20.3,,         144.1,         242.0 
2012,  37999878,     160944,       1884,       7837,,      56521,      94702,         423.5,           5.0,          20.6,,         148.7,         249.2 
2013,  38431393,     154739,       1746,       7464,      10324,      53640,      89029,         402.6,           4.5,          19.4,          26.9,         139.6,         231.7 
2014,  38802500,     153709,       1699,       8398,      11527,      48680,      91803,         396.1,           4.4,          21.6,          29.7,         125.5,         236.6 

***Estimated crime in Colorado

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   4301261,      14367,         134,       1774,,       3034,       9425,         334.0,           3.1,          41.2,,          70.5,         219.1 
2001,   4430989,      15492,         158,       1930,,       3555,       9849,         349.6,           3.6,          43.6,,          80.2,         222.3 
2002,   4501051,      15882,         179,       2066,,       3579,      10058,         352.9,           4.0,          45.9,,          79.5,         223.5 
2003,   4547633,      15757,         185,       1913,,       3738,       9921,         346.5,           4.1,          42.1,,          82.2,         218.2 
2004,   4601821,      17121,         201,       1945,,       3739,      11236,         372.0,           4.4,          42.3,,          81.3,         244.2 
2005,   4663295,      18498,         173,       2026,,       3948,      12351,         397.0,           3.7,          43.4,,          84.7,         264.9 
2006,   4753377,      18794,         171,       2158,,       3824,      12641,         395.4,           3.6,          45.4,,          80.4,         265.9 
2007,   4861515,      17101,         155,       2075,,       3461,      11410,         351.8,           3.2,          42.7,,          71.2,         234.7 
2008,   4939456,      17480,         165,       2151,,       3404,      11760,         353.9,           3.3,          43.5,,          68.9,         238.1 
2009,   5024748,      17022,         159,       2269,,       3371,      11223,         338.8,           3.2,          45.2,,          67.1,         223.4 
2010,   5047692,      16339,         129,       2230,,       3164,      10816,         323.7,           2.6,          44.2,,          62.7,         214.3 
2011,   5116302,      16085,         155,       2285,,       3299,      10346,         314.4,           3.0,          44.7,,          64.5,         202.2 
2012,   5189458,      15951,         152,       2122,,       3392,      10285,         307.4,           2.9,          40.9,,          65.4,         198.2 
2013,   5272086,      16099,         174,       2198,       2963,       3136,       9826,         305.4,           3.3,          41.7,          56.2,          59.5,         186.4 
2014,   5355866,      16554,         151,       2121,       3039,       3039,      10325,         309.1,           2.8,          39.6,          56.7,          56.7,         192.8 

***Estimated crime in Connecticut

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   3405565,      11058,          98,         678,,       3832,       6450,         324.7,           2.9,          19.9,,         112.5,         189.4 
2001,   3434602,      11492,         105,         639,,       4183,       6565,         334.6,           3.1,          18.6,,         121.8,         191.1 
2002,   3458587,      10807,          84,         740,,       4069,       5914,         312.5,           2.4,          21.4,,         117.6,         171.0 
2003,   3486960,      11045,         112,         698,,       4212,       6023,         316.8,           3.2,          20.0,,         120.8,         172.7 
2004,   3498966,      10113,         100,         755,,       4188,       5070,         289.0,           2.9,          21.6,,         119.7,         144.9 
2005,   3500701,       9542,         105,         712,,       3933,       4792,         273.0,           3.0,          20.3,,         112.3,         136.9 
2006,   3504809,      10505,         137,         696,,       4460,       5212,         299.7,           3.9,          19.9,,         127.3,         148.7 
2007,   3502309,      10547,         113,         690,,       4303,       5441,         301.1,           3.2,          19.7,,         122.9,         155.4 
2008,   3501252,      10737,         132,         680,,       4043,       5882,         306.7,           3.8,          19.4,,         115.5,         168.0 
2009,   3518288,      10588,         106,         657,,       4001,       5824,         300.9,           3.0,          18.7,,         113.7,         165.5 
2010,   3575498,      10083,         133,         595,,       3553,       5802,         282.0,           3.7,          16.6,,          99.4,         162.3 
2011,   3586717,       9889,         129,         689,,       3689,       5382,         275.7,           3.6,          19.2,,         102.9,         150.1 
2012,   3591765,      10183,         117,         933,,       3709,       5424,         283.5,           3.3,          26.0,,         103.3,         151.0 
2013,   3599341,       9439,          91,         647,         891,       3551,       4906,         262.2,           2.5,          18.0,          24.8,          98.7,         136.3 
2014,   3596677,       8522,          86,         571,         782,       3159,       4495,         236.9,           2.4,          15.9,          21.7,          87.8,         125.0 

***Estimated crime in Delaware

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,     783600,       5363,          25,         424,,       1394,       3520,         684.4,           3.2,          54.1,,         177.9,         449.2 
2001,     796599,       4868,          23,         420,,       1156,       3269,         611.1,           2.9,          52.7,,         145.1,         410.4 
2002,     805945,       4836,          26,         358,,       1154,       3298,         600.0,           3.2,          44.4,,         143.2,         409.2 
2003,     818166,       5525,          21,         370,,       1441,       3693,         675.3,           2.6,          45.2,,         176.1,         451.4 
2004,     830069,       5105,          28,         357,,       1343,       3377,         615.0,           3.4,          43.0,,         161.8,         406.8 
2005,     841741,       5332,          37,         377,,       1306,       3612,         633.0,           4.4,          44.8,,         155.2,         429.1 
2006,     853476,       5983,          42,         417,,       1791,       3733,         701.0,           4.9,          48.9,,         209.8,         437.4 
2007,     864764,       6100,          39,         341,,       1763,       3957,         705.4,           4.5,          39.4,,         203.9,         457.6 
2008,     873092,       6187,          57,         371,,       1847,       3912,         708.6,           6.5,          42.5,,         211.5,         448.1 
2009,     885122,       5713,          41,         395,,       1680,       3597,         645.4,           4.6,          44.6,,         189.8,         406.4 
2010,     899792,       5608,          51,         326,,       1839,       3392,         623.3,           5.7,          36.2,,         204.4,         377.0 
2011,     908137,       5144,          48,         307,,       1558,       3231,         566.4,           5.3,          33.8,,         171.6,         355.8 
2012,     917053,       5048,          56,         249,,       1498,       3245,         550.5,           6.1,          27.2,,         163.3,         353.9 
2013,     925240,       4633,          41,         278,         399,       1233,       2960,         500.7,           4.4,          30.0,          43.1,         133.3,         319.9 
2014,     935614,       4576,          54,         249,         386,       1269,       2867,         489.1,           5.8,          26.6,          41.3,         135.6,         306.4 

***Estimated crime in District of Columbia

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,     572059,       8626,         239,         251,,       3554,       4582,       1507.9,          41.8,          43.9,,         621.3,         801.0 
2001,     573822,       9195,         231,         181,,       3780,       5003,       1602.4,          40.3,          31.5,,         658.7,         871.9 
2002,     569157,       9322,         264,         262,,       3834,       4962,       1637.9,          46.4,          46.0,,         673.6,         871.8 
2003,     557620,       9061,         249,         274,,       3941,       4597,       1624.9,          44.7,          49.1,,         706.8,         824.4 
2004,     554239,       7590,         198,         222,,       3202,       3968,       1369.4,          35.7,          40.1,,         577.7,         715.9 
2005,     582049,       8032,         195,         166,,       3700,       3971,       1380.0,          33.5,          28.5,,         635.7,         682.2 
2006,     581530,       8772,         169,         185,,       3829,       4589,       1508.4,          29.1,          31.8,,         658.4,         789.1 
2007,     588292,       8325,         181,         192,,       4265,       3687,       1415.1,          30.8,          32.6,,         725.0,         626.7 
2008,     591833,       8509,         186,         186,,       4430,       3707,       1437.7,          31.4,          31.4,,         748.5,         626.4 
2009,     599657,       8089,         145,         150,,       4404,       3390,       1348.9,          24.2,          25.0,,         734.4,         565.3 
2010,     604912,       8026,         132,         187,,       4325,       3382,       1326.8,          21.8,          30.9,,         715.0,         559.1 
2011,     619020,       7433,         108,         173,,       4094,       3058,       1200.8,          17.4,          27.9,,         661.4,         494.0 
2012,     633427,       7866,          88,         236,,       4037,       3505,       1241.8,          13.9,          37.3,,         637.3,         553.3 
2013,     649111,       8415,         103,         297,         395,       4082,       3835,       1296.4,          15.9,          45.8,          60.9,         628.9,         590.8 
2014,     658893,       8199,         105,         352,         472,       3497,       4125,       1244.4,          15.9,          53.4,          71.6,         530.7,         626.1 

***Estimated crime in Florida

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,  15982378,     129777,         903,       7057,,      31809,      90008,         812.0,           5.6,          44.2,,         199.0,         563.2 
2001,  16373330,     130713,         874,       6641,,      32867,      90331,         798.3,           5.3,          40.6,,         200.7,         551.7 
2002,  16691701,     128721,         911,       6753,,      32581,      88476,         771.2,           5.5,          40.5,,         195.2,         530.1 
2003,  16999181,     124280,         924,       6727,,      31523,      85106,         731.1,           5.4,          39.6,,         185.4,         500.6 
2004,  17385430,     123754,         946,       6612,,      29997,      86199,         711.8,           5.4,          38.0,,         172.5,         495.8 
2005,  17768191,     125957,         883,       6592,,      30141,      88341,         709.0,           5.0,          37.1,,         169.6,         497.2 
2006,  18089888,     129602,       1129,       6475,,      34147,      87851,         716.4,           6.2,          35.8,,         188.8,         485.6 
2007,  18251243,     131878,       1202,       6149,,      38155,      86372,         722.6,           6.6,          33.7,,         209.1,         473.2 
2008,  18328340,     126256,       1168,       5972,,      36268,      82848,         688.9,           6.4,          32.6,,         197.9,         452.0 
2009,  18537969,     113541,       1017,       5501,,      30911,      76112,         612.5,           5.5,          29.7,,         166.7,         410.6 
2010,  18838613,     101969,         987,       5373,,      26086,      69523,         541.3,           5.2,          28.5,,         138.5,         369.0 
2011,  19082262,      98198,         984,       5273,,      25622,      66319,         514.6,           5.2,          27.6,,         134.3,         347.5 
2012,  19320749,      94087,       1009,       5260,,      23889,      63929,         487.0,           5.2,          27.2,,         123.6,         330.9 
2013,  19600311,      91993,         972,       4765,       6767,      23200,      61054,         469.3,           5.0,          24.3,          34.5,         118.4,         311.5 
2014,  19893297,     107521,       1149,       6051,       8563,      24914,      72895,         540.5,           5.8,          30.4,          43.0,         125.2,         366.4 

***Estimated crime in Georgia

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   8186453,      41319,         651,       1968,,      13250,      25450,         504.7,           8.0,          24.0,,         161.9,         310.9 
2001,   8405677,      41671,         598,       2180,,      14402,      24491,         495.7,           7.1,          25.9,,         171.3,         291.4 
2002,   8544005,      39271,         606,       2108,,      13432,      23125,         459.6,           7.1,          24.7,,         157.2,         270.7 
2003,   8676460,      39435,         657,       2234,,      14043,      22501,         454.5,           7.6,          25.7,,         161.9,         259.3 
2004,   8918129,      40217,         613,       2387,,      13656,      23561,         451.0,           6.9,          26.8,,         153.1,         264.2 
2005,   9132553,      40725,         564,       2143,,      14041,      23977,         446.0,           6.2,          23.5,,         153.7,         262.5 
2006,   9363941,      44754,         605,       2169,,      15511,      26469,         477.9,           6.5,          23.2,,         165.6,         282.7 
2007,   9544750,      46917,         720,       2198,,      17291,      26708,         491.5,           7.5,          23.0,,         181.2,         279.8 
2008,   9685744,      47353,         640,       2334,,      17808,      26571,         488.9,           6.6,          24.1,,         183.9,         274.3 
2009,   9829211,      42073,         566,       2323,,      14631,      24553,         428.0,           5.8,          23.6,,         148.9,         249.8 
2010,   9712157,      39068,         555,       2107,,      12372,      24034,         402.3,           5.7,          21.7,,         127.4,         247.5 
2011,   9812460,      36762,         549,       2066,,      12266,      21881,         374.6,           5.6,          21.1,,         125.0,         223.0 
2012,   9915646,      37675,         583,       2143,,      12502,      22447,         380.0,           5.9,          21.6,,         126.1,         226.4 
2013,   9994759,      37519,         563,       2022,       2891,      12704,      21361,         375.4,           5.6,          20.2,          28.9,         127.1,         213.7 
2014,  10097343,      38097,         580,       2159,       3048,      12417,      22052,         377.3,           5.7,          21.4,          30.2,         123.0,         218.4 

***Estimated crime in Idaho

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   1293953,       3267,          16,         384,,         223,       2644,         252.5,           1.2,          29.7,,          17.2,         204.3 
2001,   1320585,       3211,          30,         425,,         245,       2511,         243.1,           2.3,          32.2,,          18.6,         190.1 
2002,   1343124,       3419,          36,         497,,         240,       2646,         254.6,           2.7,          37.0,,          17.9,         197.0 
2003,   1367034,       3362,          26,         535,,         245,       2556,         245.9,           1.9,          39.1,,          17.9,         187.0 
2004,   1395140,       3452,          31,         594,,         241,       2586,         247.4,           2.2,          42.6,,          17.3,         185.4 
2005,   1429367,       3670,          35,         577,,         266,       2792,         257.0,           2.4,          40.4,,          18.6,         195.3 
2006,   1466465,       3666,          35,         611,,         294,       2726,         250.0,           2.4,          41.7,,          20.0,         185.9 
2007,   1499402,       3841,          49,         607,,         243,       2942,         256.2,           3.3,          40.5,,          16.2,         196.2 
2008,   1523816,       3680,          23,         579,,         239,       2839,         241.5,           1.5,          38.0,,          15.7,         186.3 
2009,   1545801,       3805,          24,         575,,         254,       2952,         246.2,           1.6,          37.2,,          16.4,         191.0 
2010,   1571102,       3464,          22,         533,,         213,       2696,         220.5,           1.4,          33.9,,          13.6,         171.6 
2011,   1583744,       3202,          35,         444,,         188,       2535,         202.2,           2.2,          28.0,,          11.9,         160.1 
2012,   1595590,       3348,          30,         495,,         243,       2580,         209.8,           1.9,          31.0,,          15.2,         161.7 
2013,   1612843,       3471,          29,         516,         674,         220,       2548,         215.2,           1.8,          32.0,          41.8,          13.6,         158.0 
2014,   1634464,       3468,          32,         468,         609,         204,       2623,         212.2,           2.0,          28.6,          37.3,          12.5,         160.5 

***Estimated crime in Illinois

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,  12419293,      81196,         898,       3926,,      25641,      50731,         653.8,           7.2,          31.6,,         206.5,         408.5 
2001,  12520227,      79270,         982,       4010,,      24931,      49347,         633.1,           7.8,          32.0,,         199.1,         394.1 
2002,  12586447,      75759,         961,       4370,,      25314,      45114,         601.9,           7.6,          34.7,,         201.1,         358.4 
2003,  12649087,      70376,         895,       4189,,      23786,      41506,         556.4,           7.1,          33.1,,         188.0,         328.1 
2004,  12712016,      69365,         780,       4220,,      22582,      41783,         545.7,           6.1,          33.2,,         177.6,         328.7 
2005,  12765427,      70496,         770,       4313,,      23255,      42158,         552.0,           6.0,          33.8,,         182.2,         330.3 
2006,  12831970,      69498,         780,       4078,,      23782,      40858,         541.6,           6.1,          31.8,,         185.3,         318.4 
2007,  12852548,      68528,         752,       4103,,      23100,      40573,         533.2,           5.9,          31.9,,         179.7,         315.7 
2008,  12901563,      67780,         790,       4118,,      24054,      38818,         525.4,           6.1,          31.9,,         186.4,         300.9 
2009,  12910409,      64185,         773,       3901,,      22923,      36588,         497.2,           6.0,          30.2,,         177.6,         283.4 
2010,  12841980,      57132,         704,       3066,,      20386,      32976,         444.9,           5.5,          23.9,,         158.7,         256.8 
2011,  12859752,      54523,         781,       3030,,      20217,      30495,         424.0,           6.1,          23.6,,         157.2,         237.1 
2012,  12868192,      53556,         770,       3581,,      19480,      29725,         416.2,           6.0,          27.8,,         151.4,         231.0 
2013,  12890552,      51956,         722,       3895,       5340,      17733,      28161,         403.1,           5.6,          30.2,          41.4,         137.6,         218.5 
2014,  12880580,      47663,         685,       3081,       4159,      15299,      27520,         370.0,           5.3,          23.9,          32.3,         118.8,         213.7 

***Estimated crime in Indiana

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   6080485,      21230,         352,       1759,,       6282,      12837,         349.1,           5.8,          28.9,,         103.3,         211.1 
2001,   6126743,      22734,         413,       1716,,       7171,      13434,         371.1,           6.7,          28.0,,         117.0,         219.3 
2002,   6156913,      22001,         362,       1843,,       6612,      13184,         357.3,           5.9,          29.9,,         107.4,         214.1 
2003,   6199571,      21842,         338,       1720,,       6401,      13383,         352.3,           5.5,          27.7,,         103.2,         215.9 
2004,   6226537,      20294,         316,       1803,,       6373,      11802,         325.9,           5.1,          29.0,,         102.4,         189.5 
2005,   6266019,      20302,         356,       1856,,       6809,      11281,         324.0,           5.7,          29.6,,         108.7,         180.0 
2006,   6313520,      20303,         361,       1811,,       7175,      10956,         321.6,           5.7,          28.7,,         113.6,         173.5 
2007,   6345289,      21310,         350,       1738,,       7845,      11377,         335.8,           5.5,          27.4,,         123.6,         179.3 
2008,   6376792,      21525,         322,       1711,,       7580,      11912,         337.6,           5.0,          26.8,,         118.9,         186.8 
2009,   6423113,      21455,         312,       1621,,       7347,      12175,         334.0,           4.9,          25.2,,         114.4,         189.5 
2010,   6490622,      20983,         268,       1760,,       6559,      12396,         323.3,           4.1,          27.1,,         101.1,         191.0 
2011,   6516353,      21619,         306,       1758,,       6977,      12578,         331.8,           4.7,          27.0,,         107.1,         193.0 
2012,   6537782,      22544,         307,       1661,,       6601,      13975,         344.8,           4.7,          25.4,,         101.0,         213.8 
2013,   6570713,      23627,         357,       1623,       2241,       7114,      13915,         359.6,           5.4,          24.7,          34.1,         108.3,         211.8 
2014,   6596855,      24099,         330,       1615,       2186,       6897,      14686,         365.3,           5.0,          24.5,          33.1,         104.5,         222.6 

***Estimated crime in Iowa

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,
2000,   2926324,       7796,          46,         676,,       1071,       6003,         266.4,           1.6,          23.1,,          36.6,         205.1 
2001,   2931967,       7865,          50,         649,,       1154,       6012,         268.2,           1.7,          22.1,,          39.4,         205.1 
